INSCRI	PRE_PORT	PORT1	PORT2	PORT3	PORT4	PORT5	PORT6	PORT7	PORT8	PORT9	PORT10	PORT11	PORT12	PORT13	PRE_BIOL	BIOL1	BIOL2	BIOL3	BIOL4	BIOL5	BIOL6	BIOL7	BIOL8	BIOL9	BIOL10	BIOL11	BIOL12	BIOL13	PRE_QUIM	QUIM1	QUIM2	QUIM3	QUIM4	QUIM5	QUIM6	QUIM7	QUIM8	QUIM9	QUIM10	QUIM11	QUIM12	QUIM13	PRE_HIST	HIST1	HIST2	HIST3	HIST4	HIST5	HIST6	HIST7	HIST8	HIST9	HIST10	HIST11	HIST12	HIST13	PRE_FISI	FISI1	FISI2	FISI3	FISI4	FISI5	FISI6	FISI7	FISI8	FISI9	FISI10	FISI11	FISI12	FISI13	PRE_GEOG	GEOG1	GEOG2	GEOG3	GEOG4	GEOG5	GEOG6	GEOG7	GEOG8	GEOG9	GEOG10	GEOG11	GEOG12	GEOG13	PRE_MATE	MATE1	MATE2	MATE3	MATE4	MATE5	MATE6	MATE7	MATE8	MATE9	MATE10	MATE11	MATE12	MATE13	PRE_LEST	LEST1	LEST2	LEST3	LEST4	LEST5	LEST6	LEST7	LEST8	LEST9	LEST10	LEST11	LEST12	LEST13	PRE_APTD	APTD	AREA	CURSO	GRUPO
1257589	P	1	2	1	2	4	4	1	0	1.5	4	0	0	20.5	P	2	2	3	0	0	2	1	0	0	0	0	2	12	P	0	0	0	2	0	1	0	0	1	0	1	0.5	5.5	P	2	0.5	3	1	2	0.5	1	2	0	1	3	3	19	P	0	0	0	0	0	0	0	0	0	0	0	0	0	P	2.5	0	3	3	3.5	2	3	1	2	0	1	1	22	P	3	0	0	2	1.5	0	0	0	1	0	0	0	7.5	P	0	0	1	4	2	0	1.5	2	1	0	0	0	11.5	P	0	1	55	148
1289755	P	5	5	3	4	2	3	2		2	0	0	2	28	P	2.5	1	3.5	2	2	3.5	0	0	1	0	1	3	19.5	P	0	0	0	2	0	2	0	3	0	0	0	0	7	P	5	3	3.5	3	4	1	3	1.5	2	1	2	3.5	32.5	P		2	1	0	0		0	0			0	0	3	P	3	2	3	3	4	3	3	2	2	0	4	3	32	P	5	1	0	2					1	0			9	P	0	4	2	2	3	0	1			0	0	4	16	P	0	1	55	148
1280567	A													0	A													0	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	1	55	148
1292069	P	2.5	2	1	3	1	3					0	1	13.5	P	3	1	3	0	0	2.5			0	0	3	1	13.5	P	0	0	0	2	0	2	0	0					4	P	5		4		4.5	3.5	2	3	0.5	0		1.5	24	P	3	2	0				0	0					5	P	3	0	2	2	4	2	2.5	1	1	0	3	2	22.5	P				2	2		0		1	0			5	P	1	0			1	0	2	0				0	4	P	0	1	55	148
1296764	P	3.5	3	4	4	4	3	1		0	2	0	1	25.5	P	3	1	3	0	3	2.5	0		0	0	0	0	12.5	P	0	0	0	2	0	1		0	1		1		5	P	5	1	3.5	2	2.5	3	0.5	3	0	0.5	1.5	0	22.5	P	5		3	0			0	3					11	P	3	0	4	0	4	2	3.5	2	2	1.5	3	0.5	25.5	P	3	3	1	4		3		0	1				15	P	5	3.5	4	4	4	2	2	5	2.5	5	4.5	5	46.5	P	0	1	55	148
1293178	P	1.5	3	2	3	2.5	3	0		0			1	16	P	5	2	1		1.5	3.5	0		1	0	1	0	15	P	0	0	0	3	0	2	0	3	0		1		9	P	5	0.5	2.5	2	5	4	2	5	0	1	3	4	34	P	0	2	0										2	P	3	1	3	2	3	2	3	2	2	1	2	5	29	P	5	0	0	2		1			1	1	0	0	10	P	0	0	0	2	3	2	2	5	1	0	0	0	15	P	0	1	55	148
1307710	P	4.5	1.5	3.5	2	3	4	1		2.5			1	23	P	3.5	2	4		0	0.5	2		3	3	1	5	24	P	3	1	1	3	1	1	1	3	1		1	1	17	P	5	3	4	0	5	3	3	2.5	1.5	2.5	0.5	4	34	P	3	0	0.5	1	1			3	0	0	4		12.5	P	2.5	3	3	3	4	3.5	3.5	2	1.5	0	4	2	32	P	5	3	0	2	2	4			1	0	0		17	P	5	4.5	5	5	4	2	3.5	5	2	5	0	0.5	41.5	P	0	1	55	148
1291868	P	4	2.5	1.5	5	4	3.5	0	0	0	2	1	2	25.5	P	2	2	2	0	3	2.5	1	1	0.5	0	1	1.5	16.5	P	0	2	1	2	0	1	0	0	0	0	3	0	9	P	2	1.5	4.5	0	2	3.5	4	2	0.5	2	3	3.5	28.5	P	5			1	2	1		0	2		0.5	3	14.5	P	2.5	3	4	1.5	5	4	3.5	2	3	0.5	4	1	34	P	5	0.5	0.5	4	1	3	0	0	1	0	2		17	P	4.5	5	5	5	4.5	1	4	5	3	3.5	4.5	3.5	48.5	P	0	1	55	148
1295297	P	2	3	3	4	0.5	1	2	1	2	0	0	3	21.5	P	3	2	2	0	1	3	0	0	3	0	0.5	0	14.5	P	0	0	0	3	0	2	0	0	1	0	0	1	7	P	4	1.5	2	2.5	4	3	2	2	0	4	1	1	27	P	3	0	3	2	1		0	0	5	0			14	P	1	0	3	3	3	2.5	3	2.5	2.5	1	4	3	28.5	P	3	3.5	0	5	1	3	0		1	1	0	0	17.5	P	1	0						0	0	0	0	0	1	P	0	1	55	148
1306311	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	55	148
1326344	P	5	2	4	3.5	4	5	2		2		0	2.5	30	P	2.5	0.5	1	0	3	3.5			1	0	0	1	12.5	P	0	0		1	0	1	0	0	0		0		2	P	5	1	4	2	3	4	2	2	0	1	0	3	27	P	0			0				0.5					0.5	P	3	2	3	3.5	3	2	2	2	1.5	0	1	1	24	P		0		2									2	P		0	3.5	1	0		0	2	0	5		0	11.5	P	0	1	55	148
1328517	P	1	3	1	3	3	2.5			2.5		0	2	18	P	4	2		0	0	1.5	0		2		1	2.5	13	P		0	0	2	0	2							4	P	5	0.5	4.5	2	3	4	4	3	0	1	2.5	2	31.5	P	4.5		0.5	3	2			0					10	P	3	2	3	3.5	3	2	4	3.5	3	2		3	32	P	5	4	1	2			0		1	0			13	P	2	5	4.5	5	2	0	1	5	2	5	5	4	40.5	P	0	1	55	148
1326306	P	4.5	3	3	2.5	0	3			0			0.5	16.5	P	3	2			1	0			0	0	0.5	1	7.5	P				1	0						0		1	P	4		3.5	1	3	2	1.5	3		0.5	0		18.5	P					0.5			0					0.5	P	3	3.5	2.5	2	3	2	2	2	1	0	0	3	24	P	5	0	1	2									8	P	0		0	0.5	0	0	2			0	0	5	7.5	P	0	1	55	148
1318370	P	2.5	4	4	5	2	4.5			1			2	25	P	4	1.5	2		4	2.5			3		0	3	20	P	2	1	0	1	0	0					0		4	P	3	5	3.5	4	4	3	3	3	1	0.5	2	0	32	P	0		0	3	0		0	3					6	P	3	3	3	1	4	3	3	2	3	1	1	0	27	P	5	0		2	0	2			1		2		12	P	4.5	5	5	4.5	2			5	4	5	0.5	4	39.5	P	0	1	55	148
1331883	P	3	3	3	4	1	3						2	19	P	2	2	3	1	3	2	1			1.5	0	4	19.5	P		0	0	1	1	1		3	1	0	0		7	P	5	0	4	3.5	5	4	2	0	1	1.5	4	0.5	30.5	P	4	1		3	0	2		0	0	0		0	10	P	2	3	3	4	4	2.5	3	2	2	0	3	2.5	31	P	3	5	1	4				0	1	1	3	0	18	P		5	0	1.5	2	0	1.5	3	0.5	0	0	4	17.5	P	0	1	55	148
1344975	P	1	1	2	2	1	3	4		1.5	0	0		15.5	P	2	2.5	0	0	0	1	0.5	0	1.5	0	0.5	3	11	P	0	0	0	0	0	0		0	1	0	0	0	1	P	5	1	3.5	3	2.5	1.5	0	0		0	1	1	18.5	P		0	0	0	0	0		0	0		0	0	0	P	2.5	2	3	1.5	3.5	3.5	4	1	2	0.5		2	25.5	P	0		1	0					0	0		0	1	P	0		0	1	0	0	1	0	0	0		0	2	P	0	1	55	148
1350790	P	2	3	4	4	3	4	4	0	1.5	2	0	2	29.5	P	4	1			2	3.5			3		1	1	15.5	P	0	1				2		3			0		6	P	5	1	5	3	5	2.5	3	1.5	0	2.5	1	0.5	30	P	3	0	1.5			1							5.5	P	2.5	2.5	3	4	4	4	4	2	2	0	2	1	31	P	3	0	5	5					1				14	P	1	0	0.5	3	0.5			1		5		5	16	P	0	1	55	148
1342771	P	4	3.5	4.5	3	4	2	2		0	0	1	1	25	P	2	2	1	0	4	1.5	0	0	0	0	0.5	1	12	P	0	1	0	0	0	0.5	0	3	0	0	1	0	5.5	P	4	0.5	4	1	2	3.5	0.5	3.5	0	0	0	1	20	P													0	P	3	0	3.5	3.5	4	2	3	2.5	2	0	1	1	25.5	A													0	A													0	P	0	1	55	148
1353362	P	3	4	1	3	2	3	0				1	0	17	P	2	2	1		3	2			1	0	0		11	P		0											0	P	5	3.5	3.5	2.5	3	4	3	2	1	3.5	2	2.5	35.5	P	1												1	P	3	3	3	3	4	3	3	2.5	2	1.5	4	2	34	P	5		0	2			0		1				8	P	5	0	3	4	3		2	5	2	5	5	4	38	P	0	1	55	148
1345428	P	2	4	1	4	3	2	0		0.5			1.5	18	P	1	2	3		3.5	2.5			1	0	0		13	P	0				0			0					0	P	5	0.5	2.5	0	2.5	3	0			0.5	3		17	P	0		0		0								0	P	2.5	0	3	2	4	2	3	3.5	3	0	2	0.5	25.5	A													0	A													0	P	0	1	55	148
1349697	P	5	4	2	4	2	1.5	1		0.5	0	1	2.5	23.5	P	3.5	1	2		2	3.5	1	0	0		2.5	2	17.5	P				2	2	2.5	0	0	1		0	0	7.5	P	3	5	4.5	3	5	3	3	1	0	1	2.5	4	35	P	5	5	1					3					14	P	3	3	4	4	4	3	3.5	1.5	0	3	4.5	4	37.5	P	5	3		3.5		2			1	1			15.5	P	5	5	5	4	5	0	2	5	4	5	5	3	48	P	0	1	55	148
1337188	P	1	3		5	2	1			1	0	0	1	14	P	1	1	2	0	0	4.5	0	0	0	0	0	1	9.5	P	0	1.5	0	2	1	1	0	3	1	0	0	0	9.5	P	2	0	3	0.5	4	4	1	0.5		3	0	3	21	P	1.5	0	2	1	0		0	3	0	0		0	7.5	P	3		2	2	4.5	3	3.5	1	2	0	2	0	23	P	5	0	1	5	1	1	0	0	1	0.5	2		16.5	P	0	0	0	2	0	0	0	1.5	0	0	0	0	3.5	P	0	1	55	148
1354570	P	2	4	0	3	2	2	1				0	2	16	P	2	0.5	2		1	2	0				1	1	9.5	P		0			0	0		3	1				4	P	1	0.5	1	0	3	2	1	2		1		1	12.5	P		0			0								0	P	1	3	2	4	3	1	2	2	1	1	2	2	24	A													0	A													0	P	0	1	55	148
1394956	P	3	4	4	5	2	4			2			2	26	P	4.5	2			3	0.5	0		3		1	3	17	P	0	0		2		2.5		0	0		0		4.5	P	5	1	3.5	3	3	4	1	3	0	2	1	3.5	30	P	3.5	3	0	2	0	0.5					4	0	13	P	3		4	2.5	4	4	2.5	3.5		1	2.5	1	28	P	5			2									7	P	5	5	2.5	4	2	2	3	5	4	5	0	5	42.5	P	0	1	55	148
1395201	P	2.5	3	1	4	2	1.5	0		1			1	16	P	5	2	3	0	2.5	2.5	1	0	1	0	1	2.5	20.5	P	0	0	0	1	0	1	0	3	1	0	0	0	6	P	5	1	3	2.5	4.5	2	2	3	1	1.5	0.5	1	27	P	0.5	0	1	1	0.5	0	0	3	0	0	1		7	P	3	1.5	2.5	4	4	2.5	2	2.5	2	1	2.5	1	28.5	P	3	0	0	2	1.5	0	0		1		0	0	7.5	P	1	0		1	2	0	2	3	1	0	0	0	10	P	0	1	55	148
1393526	P	1	2	0.5	3	1.5	2	1		0	0	0	1	12	P	2.5	1.5	0	0	0.5	2	0		1.5	0	1	0	9	P	0	0	1	2	0	2	0	0	0		0	0	5	P	4	3.5	3	3	2	5	1	0	0.5	1.5	3	0	26.5	P	0	0	0	1	0	0	0	2					3	P	3	0	3	0	4.5	2	3	1	1	1	2	3	23.5	P	5			2	1		0	0		0	0		8	P	2	0	0.5	1	0.5	1	1	4.5		0			10.5	P	0	1	55	148
1399913	P	5	3	1	3.5	4	3	0		1		0	0	20.5	P	1	2	2		2	1.5	0		0			3	11.5	P				1	0	1		3			0	1	6	P	5	1	5	3	2	4	2		0	0	0.5	3	25.5	P	3					0							3	P		2	4	2	3	2.5	1	2	1.5	0	3		21	P	5	1	0	0	0	2	0		1	0			9	P	1	4		1	1	2	0	0	1	0			10	P	0	1	55	148
1429197	P	3	4	3.5	3	2	4	0	1	0	2	0	2	24.5	P	0.5	0.5	3		3	3	0	0	1	0	0	0	11	P	0	0	0	2	0	2	0	3	1	0	0	0	8	P	3	2	4.5	2	3	5	1	1	0	1	1	3	26.5	P	3	0	0	0.5	0	0	0	0	2	0	0	0	5.5	P	3	0	2.5	2	3	2	3	2	3	1	1	2	24.5	P	0	0		0	1	0	0		0	0	0	0	1	P	3	0	0	1.5	2	2	1	5	2	4	0	0	20.5	P	0	1	55	148
1447810	P	4.5	2	2	4.5	2.5	2	5	3.5	1	2	1.5	1.5	32	P	3.5	3	3	1	1	1.5	5	1	4	0	1.5	2	26.5	P	2	1.5	0	2	1.5	2	3	3	1	0	0.5	2	18.5	P	5	1	4.5	4	2.5	3	3	5	0.5	2.5	3	4.5	38.5	P	3.5	0	0	2	1	1	0.5	2.5	0	0	1	0	11.5	P	3	0	3	3	3	3.5	3.5	1.5	2	1.5	4	3	31	P	0	0	0.5	0	2	1	0	0	1	0	0	0	4.5	P	3	0	2	4	2.5	0	1.5	3	2.5	4	0	4	26.5	P	0	1	55	148
1464738	A													0	A													0	A													0	A													0	A													0	A													0	A												0	0	A													0	P	0	1	55	148
1464851	P	3	2	2.5	5	4	4						1	21.5	P	2	2	3		2	3.5	0		1		1	3	17.5	P	0	0.5	0	0	0	3		1.5			1		6	P	2	1	2.5	3	4	4	3.5			3.5	5	3	31.5	P	2	0	1		0.5								3.5	P	3		3.5	3	4	4.5	1.5	1		1		3.5	25	P	5	0		2	2				1	1		0.5	11.5	P	5	0	3	3	5		1	5	2	5			29	P	0	1	55	148
1463964	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	55	148
1554741	P	4	1	2	3	2	3	1		1	0		1	18	P	1	4	1	0	3	2.5	2	1	0		0.5	2.5	17.5	P	0	1	0	2	0	3		0	1		1	1	9	P	2	3	4	2	4.5	3	1	4	0	3	2	1.5	30	P	5	3	1	2	0	2	3	2					18	P	3	2	4	2.5	4.5	2.5	3	3	2	1	5	0	32.5	P	3	1	0	4	2	2.5			1	0		0	13.5	P	1.5	4	0	4	2	0	1.5	1	1	0	0	1	16	P	0	1	55	148
1569785	A											2.5		2.5	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	55	148
1566625	P	1	2	1	3	1.5	2	0	0	0	0	0	0.5	11	P	1	2	3	0	0	3.5	2.5	3	1	2	1	0	19	A													0	A													0	A													0	A													0	A													0	A													0	P	0	1	55	148
1570000	P	3	2	2.5	3	2	2	2	0	0	0	0	2	18.5	P	0.5	0	2		1	0.5			0	0	1	0	5	P	0	0	0	2	0	1	0	0	0		0		3	P	1	0	0	2	2	2	1	2	0	0	0	2	12	P	0.5	1	0	0	0	0	0			0		0	1.5	P	0.5	1.5	2	3	2	2	2	1.5	2	1	1	3	21.5	A													0	A													0	P	0	1	55	148
1584454	P	4	3		4	3	4	0			0	0	1	19	P	5	2	3	0	2	5		0.5	1.5	3	1	2	25	P	0	0	0	4	3	1		0	1		1		10	P	3	0	3	2	4	3	1	3.5			1.5	1	22	P	5	0	0		0	0.5	0	0	0		0	0	5.5	P	0.5	2	3	1	4	2	2	1	2	0		1	18.5	P		1	0	5	2	0	0	0	1	1			10	P	5	3.5	2	1	2.5		1	2.5	1.5	3	3	4	29	P	0	1	55	148
1598891	P	1	3	1	3	4	4						2	18	P	4.5	1	0	0	1	0.5			2	0	0	1	10	P	0	1		1	0	1	0	0	1		0		4	P	2	1	1.5	2	4	3	4	1.5	0	1	2	2	24	P		2	1										3	P	3	0	3	0	4	2.5	4	1	2	1	4	3	27.5	P	5			3.5					1				9.5	P	5	0	2	4	3.5	0	4.5	5	2	5	0	3	34	P	0	1	55	148
1022426	P	5	3	4	5	4	4	1		0	0	0	2.5	28.5	P	5	3	1	0.5	2	4	1	1.5	2.5	1	0.5	3	25	P	3	1		2	3.5	4	0	0	1	1	2	0	17.5	P	3	4	4	3	3	3.5	3	0	0.5	4	3	3.5	34.5	P	5	2	5		1		0	3	0			0	16	P	1.5	2	2	2.5	4	3	2.5	1	2	2	4	2	28.5	P	5	5	2	2	2	3	0	0	1	1		0	21	P	5	4.5	5	5	5	1.5	4.5	5	4	5	5	4	53.5	P	30	1	48	149
1016908	P	4	2	3	5	2	3			2			2	23	P	4	3.5	2	2	2	2.5	0	1.5	4.5		1	3.5	26.5	P	0	0	0	2	0	2	0	0	1	5	0	1	11	P	5	0	5	2.5	5	5	2	4.5	0	2	2.5	3.5	37	P	5	2	5	2.5	1			2	2		0		19.5	P	2	0	2.5	3	3	5	3.5	2.5	2	1	1	1.5	27	P	5	5	1	2	1.5	4	0		1	0	0	0	19.5	P	4.5	5	3	4	3	3	4	2	2.5	4	0	5	40	P	10	1	48	149
1019471	P	4.5	4	4	4	3	4	1		2				26.5	P	4.5	2	4	0	4	4	0		1	0			19.5	P	0	1		3	0	2		3		0			9	P	5	3	3.5	4	4	3	2	2		3			29.5	P	3	5	0	3	1	0	0	3	0	0	2		17	P	3	0	2	2	3	1.5	2	1.5		1		0	16	P	2			2	0	5	0					0	9	P	3	0	3	4	1.5	0.5	1.5	2	1	5	0	0	21.5	P	60	1	48	149
1013459	P	3.5	2	4	4	1	3	3	0	1		2	1	24.5	P	3.5	1.5	3		1	3	1	1	2	0	0	3.5	19.5	P	0	0.5	1	4.5	1.5	1	1	0	0		1	2	12.5	P	5	0.5	3	3	4	3	2	1.5	1.5	1.5	3	3	31	P	3.5	0	0.5	4	2	0	0	0	0	0	0.5	2	12.5	P	3	0	4	3.5	3	4	3	1	2	0		0	23.5	P	3	0	0	2	2	5	0	0	1	0	3	0	16	P	4.5	0	1.5	2	1	0	1	3	0	5	0	3	21	P	10	1	48	149
1033932	P	3	4	5	3.5	3	3	0	0	2	4	0	2.5	30	P	5	1	3	0.5	1.5	3.5	0	1	1	3	1	4	24.5	P	2	1		2	3	2	0	3	1	1			15	P	3	3	2	4	5	3	3	2	1	4.5	2	3.5	36	P	3		0	3	2	0	0	3	0		0		11	P	3	1.5	4	2.5	3.5	5	3	2.5	4	2.5	3.5	3.5	38.5	P	5	1	0	5		0	0	0	1			0	12	P	5	5	3	4	5	1	4.5	5	4	5	5	5	51.5	P	20	1	48	149
1023085	P	5	5	3	5	3	4			1			2	28	P	5	1.5	4	2	5	4		1	5	3	1	1	32.5	P	0	0		1	1	4		0	3	4		0	13	P	5	3	5	3.5	5	3.5	1.5	0	0	1	3	3	33.5	P	5	3	3.5	2	2.5	2	5	3	2	2.5	0		30.5	P	3	2	3	3.5	4	3	3.5	1.5	0.5		2	2	28	P	3	5	5	0	2	5	0	2	1	0	2	0.5	25.5	P	5	5	5	4	4	0	4.5	5	5	5	4.5	0.5	47.5	P	60	1	48	149
1017000	P	4.5	3	5	4	3	3.5	3	0	2	2	1	2	33	P	4	2	2	2.5	2	4	1	2	3	0	1	3.5	27	P	0	2	0	2	2.5	2.5	1	0	1	1	1	1	14	P	2	1	1	2.5	5	2.5	2	2.5	0	2	3	3	26.5	P	3	2	1	2	1	0	0	3	2	0	0	2	16	P	1.5	0	4	1	3.5	2.5	2	2.5	1.5	1	1	1	21.5	P	5	4.5	2	2	2	4	0	0	3	0	2	0	24.5	P	5	3	4	4	1.5	3	4.5	5	2	5	3.5	4.5	45	P	20	1	48	149
1030094	P	3	4	5	5	5	4	2	1	1	4	0.5	2	36.5	P	4	2	5	0	3	3.5	2	1	1	2	1	4	28.5	P	1	0	0	4	2.5	2.5	0	0	1	1	0	1	13	P	5	1	2.5	2.5	4	4	2	3	1.5	1	3	3	32.5	P	3.5	2	1	4	1	0	5	3	2	0	0	2	23.5	P	4.5	2	5	4	4	4	4	2	1	1.5	3.5	2	37.5	P	0	1	5	4.5	2	3	0	2	1	0	1	0	19.5	P	3	0	4	4	0	0	2	5	0.5	0	0	4	22.5	P	10	1	48	149
1029151	P	3	3	4	4	4	4	4	4.5	3	3	4	1.5	42	P	4	2.5	2	0	3	5	2.5	0	1	0	2	2	24	P	3	1		2	0.5	5	2	0	1	3	1	3.5	22	P	5	1	4	3.5	4	5	2	2	1	2	3	2	34.5	P	1.5	3	5	5	1	0	0	3	2	3	0.5	0	24	P	3	3	3	4	5	3.5	3.5	3.5	2.5	1.5	3.5	3	39	P	1	3	4	5	2	2	0		3	3			23	P	5	4.5	4.5	0	4.5	2	4.5	2	3	5	0	4.5	39.5	P	10	1	48	149
1023115	P	4	3	1	4	2	4	3.5	4	0	2	0	2	29.5	P	5	2	3	0.5	1	4	1.5	1	2	0	1	3	24	P	2	2	0	1	0.5	1.5	0	0	0	0.5	0	1	8.5	P	5	1	1	2	5	3	3	1	2	2	3	1.5	29.5	P	3	0	0	1	2	0	0	0	0	0	0	0	6	P	1	0	3	5	3	3	3.5	2	2	0.5	1	1	25	P	0	0	3	4	2	1	0	0	1	0	0	0	11	P	0	0	0	0	0.5	1	1	2	0.5	0	2.5	0	7.5	P	10	1	48	149
1030995	P	2.5	3	5	4	3	4	3		1	2		2.5	30	P	4	2	4		1.5	1.5	2.5	0		1	1	2.5	20	P	0	2	1	2	2	3.5	0	3	1	2	1	2	19.5	P	5	3	4	3	4	4	2	4	0.5	0.5	5	0	35	P	1.5	3	5	1.5	1	0	2	3	0	0	1.5	0	18.5	P	3	3	3	4.5	4.5	2	4	2		2	2.5	3	33.5	P	5		5	5	2	1	0		1	0		0	19	P	1	5	5	4	5	1.5	4.5	5	4	5	5	5	50	P	10	1	48	149
1021249	P	4	3	2	3.5	2	4						1	19.5	P	5	3.5	3	0	4	5	2		2	0	1	4	29.5	P	3	1	1	2	2.5	5	1	0	1	1	1	0	18.5	P	3	0	3	2	3	1.5	1	2.5		0	3.5	1	20.5	P	5	5	1.5	4	2	0	0	3	0	0		0	20.5	P	2	1.5	3	3	4	4	3	2	2	1		1.5	27	P	1	5	1	5	1	5	0.5	2	1		0	0	21.5	P	5	5	5	4	3.5	4	3	5	4	4	0	5	47.5	P	10	1	48	149
1031325	P	2	4	1.5	4	3	4	1		2	2	0	1.5	25	P	5	2	3	0.5	3	4.5	1	0	2.5	0	1	2.5	25	P	0	2	1	2	0	3.5	1	0	1	0	0	0	10.5	P	5	1	5	0.5	3	5	3	2.5	0	3	0.5	3	31.5	P	5	5	5	4	1	5	5	3	2	0	0	0	35	P	3.5	2	4	4	4	3	3	2		0	1	3	29.5	P	5	0	2	5	1	5	0	0	3				21	P	5	3.5	4	4	4.5	1.5	3	2	4	5	0	3	39.5	P	30	1	48	149
1030179	P	3	3	3	5	2	5	0	0	3	0	1	3.5	28.5	P	4	2	3	2.5	4	4.5	2.5	2.5	5	0	3	1	34	P	2	2	0	2	0	4	1	0	0	1	1	0	13	P	5	0.5	3.5	3	5	4	2.5	0	0.5	1.5	4	0	29.5	P	5	5	5	4	1	4.5	5	3	5	2	4	0	43.5	P	3	1.5	4.5	2.5	4.5	3	4	4	3.5	1	3	2	36.5	P	5	5	4	2	2	5	0	2	1	1	5	1	33	P	5	5	5	5	5	3.5	4.5	5	4	5	5	4	56	P	20	1	48	149
1014001	P	4.5	2.5	2	5	2	3	5	0	0	4	0.5	2.5	31	P	4.5	0	2	0	2	4	0	0	0	0	1	2.5	16	P	2	0	0	3	0	4	1	3	1	0	0	0	14	P	2	1	1	2	3	1	3	5	0	1	4	3.5	26.5	P	3	3	1	1	1	0	0	2	2	0	0	0	13	P	3	0	2.5	3.5	3	3	2	1.5	2.5	0	0	2	23	P	5	0	0.5	4	2	3	1	0	1	0	0	0	16.5	P	5	0	2	2	2.5	2	1.5	1.5	0	0	0	1	17.5	P	30	1	48	149
1014766	P	3.5	5	5	4.5	3	3	1	3	1.5	2	1.5	2	35	P	4.5	1.5	4	1	3	3	1	0	2	0	1	3.5	24.5	P	0	1	3	2	2	1.5	0	0	1	1	0	1	12.5	P	5	0	3	3	4	5	2.5	3	1	2	5	0	33.5	P	5	5	5	1	2	0	3	2	2	2	1.5	1	29.5	P	3.5	1.5	4	3	4	2.5	3	2	1.5	0.5	3	3	31.5	P	5	1	1	5	2	4	0.5	2	1	0	5	2	28.5	P	5	4.5	3	4	2.5	1.5	2	2	1	5	0	1.5	32	P	30	1	48	149
1018065	P	3.5	3	4	2.5	3	3	3	3	2	2	2	2.5	33.5	P	5	3	3	2	3	4	1	4.5	2	3	1	4	35.5	P	1	2	0	1	2	2	0	0	1	1	3	0	13	P	5	1	4	0	4	4.5	2	2.5	0	0	3	0	26	P	5	2	3	3		2	3	3	5	3	2	2.5	33.5	P	3	1.5	3.5	0	3	2.5	2.5	2	0.5	2	0	2	22.5	P	5	5	0.5	5	2	5		0.5	1	1	2	0	27	P	5	5	5	5	3	2	1	5	1.5	5	5	4	46.5	P	30	1	48	149
1005416	P	4.5	3	4.5	2	2	3	5	4	0.5	2	3.5	2.5	36.5	P	5	1.5	3	2	2.5	5	1		2	3	0.5	5	30.5	P	0	2	0	2	4.5	1.5	0	0	1	0	0	2	13	P	5	2	4	3	3.5	3	3	4.5	2	1	2.5	3	36.5	P	5	0	2	4	1	2	0	3	2	0	2	1	22	P	3	0	4	3	3	3	3	2	0.5	2	1.5	2	27	P	5	0	5	5	2	2	2	2	1	1	0	0	25	P	3	4.5	4.5	4	2.5	1	4.5	4.5	2	5	0	5	40.5	P	20	1	48	149
1018195	P	4	3	1	1	3	2	0	0	3	2	1	2	22	P	3	2	3	0	2.5	4	0	0.5	1.5	3	0.5	3	23	P	2	1	1	1	2	4.5	0	0	1	1	1.5	1	16	P	1.5	1.5	2	3	4	2	1	0	0	0	1.5	1	17.5	P	4	5	3	4	2	1	5	2	2	0	0.5	1	29.5	P	3	0	3.5	2.5	3	3	3	2	0	1	1.5	1	23.5	P	0	5	0	5	2	5	1	2	1	0	2	0	23	P	3	5	5	4	2	0	1.5	5	3	3	0	1	32.5	P	60	1	48	149
1016595	P	2	3.5	4	4.5	3	4	1	2.5	1.5	2	0	2.5	30.5	P	4.5	3	2	0	1	5	2	1	1	0	0	3	22.5	P	3	0	1	1	0	1.5	3	0	1	0	0.5	1	12	P	1	1	0.5	0	1	3	1	1	0	3	3	3	17.5	P	3	5	2.5	4	2	2	0	3	2	1	0	0	24.5	P	3	0	4	2	4	2	2.5	1	0	2	1	1	22.5	P	5	5	0	5	2	4	1	0	1	2	3	0	28	P	3	5	5	5	4.5	2.5	5	5	5	3.5	5	3	51.5	P	30	1	48	149
1019235	P	0	4	3	3.5	4	3.5	2.5	4.5	2	2	0	2.5	31.5	P	4	2	4	1.5	2	3	1.5	1	2	1.5	1	2	25.5	P	1	2	0	1	4.5	5	0	0	1	1	0.5	0	16	P	3	2	4	3.5	4	5	2	5	0.5	3.5	3	3	38.5	P	4	2	3.5	2	1	0	0	3	2	0	0	0	17.5	P	3	2	3	4.5	3.5	3	2	2.5	1	1.5	0.5	4	30.5	P	0	3	0	3.5	2	3	0	0	1	0	0	0	12.5	P	4	0	2	5	4	4	2	5	0	5	0	4	35	P	30	1	48	149
