INSCRI	PRE_PORT	PORT1	PORT2	PORT3	PORT4	PORT5	PORT6	PORT7	PORT8	PORT9	PORT10	PORT11	PORT12	PORT13	PRE_BIOL	BIOL1	BIOL2	BIOL3	BIOL4	BIOL5	BIOL6	BIOL7	BIOL8	BIOL9	BIOL10	BIOL11	BIOL12	BIOL13	PRE_QUIM	QUIM1	QUIM2	QUIM3	QUIM4	QUIM5	QUIM6	QUIM7	QUIM8	QUIM9	QUIM10	QUIM11	QUIM12	QUIM13	PRE_HIST	HIST1	HIST2	HIST3	HIST4	HIST5	HIST6	HIST7	HIST8	HIST9	HIST10	HIST11	HIST12	HIST13	PRE_FISI	FISI1	FISI2	FISI3	FISI4	FISI5	FISI6	FISI7	FISI8	FISI9	FISI10	FISI11	FISI12	FISI13	PRE_GEOG	GEOG1	GEOG2	GEOG3	GEOG4	GEOG5	GEOG6	GEOG7	GEOG8	GEOG9	GEOG10	GEOG11	GEOG12	GEOG13	PRE_MATE	MATE1	MATE2	MATE3	MATE4	MATE5	MATE6	MATE7	MATE8	MATE9	MATE10	MATE11	MATE12	MATE13	PRE_LEST	LEST1	LEST2	LEST3	LEST4	LEST5	LEST6	LEST7	LEST8	LEST9	LEST10	LEST11	LEST12	LEST13	PRE_APTD	APTD	AREA	CURSO	GRUPO
1348311	P	4	3	5	4.5	4	3	4	2	2	3	0	3.5	38	P	5	3	4	2	3	5	5	3	4	4	3	4	45	P	5	2	3	2	5	5	3	3	4	5	1	3	41	P	5	2	1.5	3	5	4	4	2	2	4	1.5	4	38	P	5	3	5	5	2	2	3.5	3	5	1	1	5	40.5	P	2	3	4	2	4	4	2	3	2	1.5	2	3	32.5	P	5	3	5	5	2	5	2	2	0	1	3.5	0	33.5	P	5	3	2	5	2.5	1.5	4.5	5	1.5	5	5	1	41	P	0	4	15	173
1348380	P	4	3	4	5	3	5	5	2.5	1.5	2	1.5	2.5	39	P	4	3	4	4	2	4.5	5	1	3.5	3	1.5	3	38.5	P	0.5	5	4	2	1.5	5	2	3	1	2	5	3	34	P	3	2.5	2.5	0	5	5	3.5	1	0.5	3	3.5	3.5	33	P	5	3	1	4	3	1.5	5	3	5	1	1	1	33.5	P	3	4.5	5	4	5	5	4.5	2	2.5	3	1.5	2.5	42.5	P	0	0	5	2.5	2	4	4.5	2	3	3	2.5	0	28.5	P	4	3	3.5	5	2	2	5	3	4	5	0	5	41.5	P	0	4	15	173
1344449	P	3	5	2	5	2	4	5	5	4	2	1	2.5	40.5	P	5	3.5	3	3	1	5	5	3	5	1	1	5	40.5	P	5	4	3	2	2.5	3	3	3	1	2	1	3	32.5	P	2	1	2.5	2.5	3.5	2	2	1	2	3	1.5	3	26	P	5	5	1	4	2	1.5	4	3	2	0	1.5	0	29	P	3.5	2	4.5	3	3.5	3.5	4	3	3	0	3	4	37	P	0	5	0	2	2	3	2	2	5	0	3	0	24	P	0	0	4	1	1.5	1.5	3.5	5	0	0	0	3.5	20	P	0	4	15	173
1339047	P	3	1.5	4	5	5	2.5	5	5	3.5	5	3	2.5	45	P	4	2	4	1.5	1	4	3	3.5	4	3	3	5	38	P	5	4	2	1	2.5	3.5	3	3	1	5	1	1	32	P	3	1	4	3	4	3	2	4	2	3	1	3	33	P	5	5	1	5	2	0	5	3	2	0	1	2	31	P	3	2	3	3	4.5	2	3.5	2	2.5	2	1	3	31.5	P	3	5	0.5	4	5	4	2.5	0	3	1	3	0.5	31.5	P	3	5	5	5	4	0.5	2	5	5	5	0	4	43.5	P	0	4	15	173
1345459	P	2	3	4	1	4	5		3	1	0	0	2.5	25.5	P	5	3	4	4.5	2	3	2		4.5	2.5	3	4	37.5	P	5	0	3	2	2	4	3	3	1	5	2	3	33	P	5	4	2.5	2	4.5	3	2	2	3	5	0	3.5	36.5	P	5	5	1	4	5	2	5	3	5	1.5	4	5	45.5	P	3	3	5	4.5	4	2.5	2.5	2	3	0	3	3	35.5	P	5	5		5	2	5	5	2	3.5	3	3	0	38.5	P	3	0	5	5	1.5	2	2	3	4	5	5	4	39.5	P	0	4	15	173
1339474	P	4.5	5	3.5	5	3	4	0	3	2		1	3.5	34.5	P	4.5	3	3	1.5	3	1.5	3	2	3.5	1	1	0.5	27.5	P	1	4	0	2	3	1	2	3	1	0	5	1	23	P	4	1	5	2.5	4	4	3	3		2.5	2.5	2.5	34	P	4	5	2	1	2		1	3	2	0.5			20.5	P	4.5	2	4	0	4	3	4.5	2	4	0	1	3.5	32.5	P	5	3		2.5	2	5	1		1	1	3	0	23.5	P	5	5	5	4	5	4	5	4	5	3	5	4	54	P	0	4	15	173
1349123	P	3	3	3	5	5	4	5	5	4	5	2	3.5	47.5	P	5	3	4	3.5	2.5	5	5	2.5	4.5	3	1	5	44	P	5	2	3	2	3	5	2	3	1	3	3	3	35	P	5	3	5	5	4.5	5	4	1.5	2	3	1.5	3	42.5	P	5	5	3.5	5	2.5	2	5	3	2	2	0	2.5	37.5	P	4	3.5	4	3	5	3.5	4.5	4	4	2.5	4	3.5	45.5	P	0	5	1	5	2	5	0.5	4	5	0	4	0	31.5	P	4.5	5	5	5	5	1	5	5	3	5	5	5	53.5	P	0	4	15	173
1337645	P	1	3	3	5	3	5	4.5	3.5	3	2	0	0	33	P	5	4	4.5	5	3	4	4	1	4	3.5	3	5	46	P	3	5	1	2	4	3	3	3	4	1	3	3	35	P	5	5	4	3	3	5	3	4	2	2.5	4	3	43.5	P	5	5	3	4	1	4.5	5	2	5	0.5	0	0	35	P	3	2	3	3.5	4	3	3.5	3	2	2.5	3	3	35.5	P	5	5		2	2	5	5	5	5	0	5	0	39	P	3	5	5	5	3	0	2	5	4	0	4.5	1.5	38	P	0	4	15	173
1352161	P	3	2	4	5	3	5	5	5	2	2	0	2.5	38.5	P	5	3	4	2	2	5	4	3	4.5	3	2	4.5	42	P	5	1	1	2	4	4	1	0	1	5	1	2	27	P	5	1	5	4	5	4.5	3	3	1	1	1	2.5	36	P	5	5	3	4	4	3	5	3	2	2	1.5	3	40.5	P	4	0	2	4	4	2.5	3.5	2	3.5	1	1	2	29.5	P	5	0	5	2	2	5	3	2	2	0	3	0	29	P	5	5	4	5	2	1.5	1.5	5	2	5	0	5	41	P	0	4	15	173
1346872	P	5	4	5	4	4	4	5	5	3	4	1	2	46	P	5	3	4	3.5	3	4	5	1.5	3	5	3	4	44	P	4.5	3	4	2	5	4	4	0	5	3.5	1	4	40	P	5	4	5	0	4.5	4	4	4	2.5	3	2	4	42	P	5	3	5	5	5	5	5	5	2	2	1	3	46	P	3	0	3.5	3.5	5	2.5	4	2	3	1.5	4	4	36	P	5	5	4	2	5	5	3	0	5	1	4	0	39	P	3.5	0	2	5	3.5	2.5	1.5	3	4	3	0	4	32	P	0	4	15	173
1336451	P	2.5	3	2	4	3	3	1	2	1			2	23.5	P	4	3	4	3.5	4	4	5	1	4	3	1	3	39.5	P	3	1	0	2	3	4	1	3	1	5	3	5	31	P	5	3	4	2	5	2	3	5	0	2	1	3.5	35.5	P	5	5	1	5	2	2	5	3	5	1	0	1	35	P	3.5	0	3	4	4	3.5	3	3	2.5	1	3	1	31.5	P	3	4	0	2	5	4	3	2	3	0	3	0	29	P	3	5	2	5	1	0	2	1	3	5	0	4	31	P	0	4	15	173
1337263	P	5	4	3	4.5	3.5	4		0	1	4	1	2	32	P	5	2.5	4	2	3	4	4	1.5	5	3	3	4	41	P	1	5	4	2	3.5	4	0	3	1	2	1	3	29.5	P	5	2.5	3	3	3	5	3	0	1.5	2	1.5	3.5	33	P	5		2	5	2	5	5	2	5	1	1	1.5	34.5	P	2	4	4	3	4.5	3	3	3	2.5	1.5	4	2.5	37	P	2	5	0	4		5	1.5	2	1	0	5	0.5	26	P	3	5	3	5	3	1	0	5	4	5	0	5	39	P	0	4	15	173
1340980	P	4	4	5	5	3	4	1	0	2	0	2	2.5	32.5	P	3.5	4	4	3	3	5	3	4.5	4	2.5	3	5	44.5	P	3	5	2	2	5	3	1	0	1	5	4	5	36	P	3	1	5	4	4.5	2	3	5	2	2.5	1.5	2	35.5	P	5	5	5	5	2	5	5	3	5	3	4	5	52	P	4	4	5	4	4	3	4	3	3	1	3	3	41	P	5	5	1	5	5	5	5	2	5	1	5	5	49	P	5	5	4	5	5	4	2	5	5	5	5	3.5	53.5	P	0	4	15	173
1343255	P	4	3	4	4	3	4	4.5	3	4.5	2.5	0.5	2	39	P	5	2.5	4	4	5	5	4	1	2	3	3	5	43.5	P	5	2	3	3.5	5	5	1	3	5	3	1	4.5	41	P	5	4	5	2.5	5	4	2	3	1	4	3.5	0	39	P	5	5	0.5	5	2	2	5	3	4	3	2.5	5	42	P	4	3	4.5	3	5	3.5	4	3	2	0.5	3.5	3.5	39.5	P	1	5	1	4	0	5	1	5	1	3	4.5	0.5	31	P	5	4	5	3.5	1.5	0.5	3	5	1.5	4	0	5	38	P	0	4	15	173
1338952	P	3.5	5	4	5	4	4	2	2	5	4	0	3	41.5	P	4	2.5	4	2	4	4	5	5	4	3	4.5	4	46	P	5	1	5	2	1.5	2.5	5	3	1	5	3	5	39	P	3	5	5	3	4	2	3	3	1.5	4	3	3	39.5	P	5	3	2.5	5	2	1	5	3	5	1	1.5	3	37	P	3	2.5	3	4	5	3	4.5	4	3	3	2	3	40	P	0	5	2	5	5	5	3	2	5	0	5	0	37	P	3	5	5	4	2.5	0	2	1.5	2	5	5	5	40	P	0	4	15	173
1343316	P	5	4	5	3	2	5	2.5	3	4		1	3.5	38	P	5	2	4	3	4.5	4	4	1.5	2.5	3	4	5	42.5	P	3	4	0	2	3.5	4	1	0	1	5	3	5	31.5	P	3	1	3	3	4.5	4	3	1	0.5	2.5	4	1.5	31	P	5	4	5	5	2	5	5	3	5	1.5	2	3	45.5	P	4.5	2	3.5	4	4.5	3.5	3.5	2	2	1	2	2	34.5	P	5	5	1	5	2	5	4.5	2	3	1	3	0	36.5	P	5	5	5	4	5	3	5	3	4	0	5	5	49	P	0	4	15	173
1338532	P	3	3	5	4	3	4	2	4	1	2	0.5	2	33.5	P	5	2	5	4	3	4	4	4	3	3	1	4.5	42.5	P	5	1	3	2	4	5	1	3	1	0	0	3	28	P	4	1	4	3	2.5	3	1.5	3	1	2	2.5	3	30.5	P	3.5	5	4	4	2	5	4	3	2	0	2	3	37.5	P	4	0	4	5	4	3	4	1	2	2.5	4	2	35.5	P	2	5	0	2	5	5	3	3	5	1	3	0	34	P	4.5	0	3.5	5	2	2	3	5	1.5	4	0	4	34.5	P	0	4	15	173
1348328	P	5	5	4	4	4	4	0		0	0	1	2	29	P	5	2	4	3	3.5	5	4	3	3	2.5	2	4	41	P	3	0	5	2	5	4	3	3	4.5	5	1	5	40.5	P	2	3	1.5	4	5	4	4	1	0	5			29.5	P	3	5	3.5	5	5	5	5	3	5	1	4	3	47.5	P	3.5	2.5	4	3	5	3.5	4	3	2.5	2	3	2	38	P	5	0	0	5	2	5	3	0	3	1	3	1	28	P	5	5	4	5	3.5	0	1.5	5	3	5	5	5	47	P	0	4	15	173
1352352	P	2.5	4	4	5	3	5	5	3	3	0	2	4	40.5	P	4	3	4	4	2.5	4	3.5	4	4.5	2.5	5	4	45	P	5	3	4	2	2.5	4	0	3	4	3.5	3	5	39	P	2.5	1	4.5	4.5	2	5	4	2.5	2	4	4	3	39	P	5	3	3	5	4	0	5	3	5	5	3.5	3	44.5	P	3	3.5	4	3	4.5	3	3.5	3	0	2	3	3	35.5	P	5	5	1	5	5	5	3	0	3	1	5	1	39	P	4.5	0	2	0	3	3	2.5	3.5	3	4	0	2	27.5	P	0	4	15	173
1352680	P	1.5	3	1	5	2	4	1	0	0	3	0	2	22.5	P	4	2	1.5	1	2	4	1		1	3	1	4	24.5	P	0	1	1	5	2	5	0	0	1	2	0	3	20	P	1	1	4.5	2	3.5	3	2	3.5	2	3	4	3	32.5	P	3	5	1	3	2	1.5	3	3	5	1	3	3	33.5	P	3	2	4	4	5	3	2	2	2.5	0	1	2	30.5	P	5	0	0	5	2	3	0	2	3	0	2	1	23	P	4	4	0	1	1	0	2.5	1	1	0	0	0	14.5	P	0	4	15	173
1357340	P	2.5	3	5	2	2.5	4	5	3	3	2	1	3.5	36.5	P	5	3.5	4	3.5	0.5	5	5	2.5	4.5	2	1.5	4	41	P	3	2		2	4	2.5	0	0	1	1.5	1	3	20	P	3	1	5	3	5	4	4	3		4.5	0	3	35.5	P	5	2.5	2.5	5	2		5	2	2	3		0	29	P	3.5	3.5	5	3	5	4	4.5	3	2	1.5	2	2.5	39.5	P	5	5		5	2	5	3	2	1	3	2		33	P	5	5	4.5	3	4.5	0	1	3	2	5	0	5	38	P	0	4	15	173
1344685	P	4	2	5	5	2	4	5	3	3.5	4		3	40.5	P	5	3	4	4	5	5	3.5	3	5	3	1.5	5	47	P	5	3	2	3	0.5	5	3	3	4	4.5	3	5	41	P	3	1	3.5	2	5	5	2.5	3.5	3	2.5	5	3	39	P	5	3	2.5	4	1	0	5	3	5	1	2.5	3	35	P	3	4	4	4	4	3.5	4.5	3	2	1.5	2	3	38.5	P	5	5	1	5	2	5	0	2	3	3	3	0	34	P	0	0	2	4	1.5	0.5	3	3	1	3	0		18	P	0	4	15	173
1337881	P	3	4	4	4	3	5	3.5	1	1	4.5	0	2.5	35.5	P	4.5	2.5	4	1.5	3	3	0	1.5	2	2	0	2.5	26.5	P	0	1	2	2	2	3	2	0	1	5	2	1	21	P	5	2	3	3.5	5	4	3	0	1	1	1	4	32.5	P	5	5	1	3	2	0		3	1	0	1	3	24	P	3	3	2	2.5	4	3	4	3	1	2	1.5	3	32	P	5	0	1	4.5	2	4.5	0	0	1	0	4.5	0.5	23	P	3	5	3.5	3.5	5	0	1	3	1.5	5	0	4	34.5	P	0	4	15	173
1344050	P	2.5	3	2	4	3	1.5	2	3	3	2	3	2	31	P	5	2	4	2.5	3.5	2.5	2	0.5	3	1	1	5	32	P	2	3	0	2	4	5	3	3	1	3	1	0	27	P	3	4.5	4	4	4	2	4	2	2.5	1	2.5	3	36.5	P	5	2	1	5	1	0	0.5	3	5	0.5	3		26	P	3	2	5	2.5	4	2	3.5	3	3	2.5	3	0	33.5	P	5	3		4	2	3.5	0	0	1	0			18.5	P	3	0	5	5	5	2	1	4.5	0	5	4.5	4.5	39.5	P	0	4	15	173
1348533	P	3	4		5	5	3.5	0		1	2	0	3	26.5	P	4.5	3	4	2.5	4	2	2	2	3	3	0	3.5	33.5	P	1	0.5	3	1.5	2	2	3	0	1	1.5	4	3	22.5	P	0.5	1	3	2.5	4.5	5	1	2	2	1.5	2	3.5	28.5	P	5	5	3	1	2	0	3	0			1	0	20	P	4.5	1.5	4	3	4	3.5	3	3	4	0	3	2.5	36	P	3	5	2	5	2	5	2.5	0	1	1	3	0	29.5	P	3.5		5	0	0	1	1.5	2	1.5			4	18.5	P	0	4	15	173
1343248	P	2	4	5	5	2	4	5	3	2	2	2.5	3	39.5	P	3.5	3	4	3	3	5	3	2	3.5	3	1	4.5	38.5	P	1	1	2	2	3	4	0	0	1	2.5	3	3	22.5	P	5	3	2.5	4	3.5	4	2	0	0	1	2.5	3	30.5	P	3.5	5	3	3	1	1.5	5	0	2	1.5	4	3	32.5	P	3.5	1.5	3.5	3	5	3	2.5	2	2.5	1.5	4	2.5	34.5	P	5	5	3	4	2	3	0	0	1	0	3	0	26	P	3	0	5	5	1.5	2	4	2	1.5	5	0	4.5	33.5	P	0	4	15	173
1342504	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A													0	P	0	4	15	173
1344166	P	3	4	3	5	3	4	1	0	3	0	0	3	29	P	5	2	3	3	1	4	4	0.5	2	0.5	1	5	31	P	2	1	0	2	3.5	4	3	3	1	1	4	1	25.5	P	5	5	5	3	4.5	5	3	0	2.5	3.5	5	4	45.5	P	3	5	2.5	4	1	0	3	5	5	1	0.5		30	P	4	4	3	4	3	4	4	3	2	1.5	4	2.5	39	P	5	2	1	5	2	4	1	2	4.5	0	5	0	31.5	P	0	0	4	5	1	0	3	3	1.5	4.5	0	4	26	P	0	4	15	173
1351250	P	2.5	4	2	4	5	3	2	4	2	2	0.5	2	33	P	5	4	4	2.5	3	4	5	3.5	4	3	1	5	44	P	3	1	0.5	5	3.5	5	5	3	4	5	3	5	43	P	2.5	1	4	3	4	3	3	5	1.5	4	1	1	33	P	5	5	5	5	5	2	5	5	5	1.5	0	5	48.5	P	3	3	3.5	2.5	4	1	3	3	2	1.5	3.5	3	33	P	3	0	2	5	2	5	3	0	3	0	2	2	27	P	5	5	4.5	5	5	1	4.5	5	3	5	4.5	3.5	51	P	0	4	15	173
1351038	P	1	2.5	3.5	2.5	0.5	4	1	0	1	0	0	2	18	P	4.5	4	4	4	3.5	4	5	0.5	4.5	3	1	3.5	41.5	P	3	4	1	1.5	3	2	0	3	1	1.5	3	1	24	P	2	2.5	1.5	4.5	3	4	2	0	0	2	1	3	25.5	P	4	5	3	3	2	0	3	3	2	1	1.5	0.5	28	P	2.5	3	4.5	3	5	3	2.5	2	2	1.5	4	4	37	P	5	5	1	5	2	4	1	0	0	0	3	0	26	P	0	0	0	0	0	2	0.5	3	0.5	5	0	0.5	11.5	P	0	4	15	173
1342252	P	3.5	3	0	1.5	2	4			3.5			3	20.5	P	5	3	2	1	4	5	3	2	2	3.5	2	5	37.5	P	3	1	1	1	2	2	2	3	1	5	2	3	26	P	5	3	5	3	3	3	1	3	3	2	1.5	0.5	33	P	3	2	1	5	1.5	0	5	3	5	2	3.5	5	36	P	3	3	2	3	4	2.5	3	2	1	0	0	2.5	26	P	5	5		5	4.5	5		1	3	1	5		34.5	P	1	5	5	4	3.5	0	3	3	1				25.5	P	0	4	15	173
1341365	P	0	1.5	3	4	2	2	3	3	2	2	1.5	2	26	P	4	2	4	0	3	4			2.5	3	2.5	4	29	P	3	0	3	2	3	2	1	3		5	1		23	P	1	1	4.5	4	4.5	4	3	3	0	1	2		28	P	5	2	2	3	1	3		3	0			3	22	P	2.5	1	4	3.5	2	1.5	3	2	3	1.5	4	3.5	31.5	P	5	3	1	5	2	4	3	2.5	1	0	3	0.5	30	P	0	5	5	5	5	1.5	4	5	3	5	5	4	47.5	P	0	4	15	173
1345176	P	2	4	4	2	4	4	5	5	2		4.5	2.5	39	P	4.5	2	4	4.5	3	5	5	2	4.5	2	3	5	44.5	P	5	4.5	3	1	1	4	1	3	4	1	3	3	33.5	P	5	3.5	5	4	4.5	4	1	0	0	4.5	4	4	39.5	P	4	5	3	4	2		5	3	2	1	1.5	1	31.5	P	3.5	0	4	4	4	4	3	5	2	2	4	3	38.5	P	5	4	1	5	4	5	1	2	3	0	3	0	33	P	3.5	4	5	5	2	0	3	5	4	3	0	4	38.5	P	0	4	15	173
1342443	P	3	5	5	4	5	4	5	5	2	2	3	2.5	45.5	P	4	3	4	2	5	5	4	1.5	4	3	2	4	41.5	P	3	5	0	5	5	3	2.5	0	1	5	5	3	37.5	P	3	1	5	4	4.5	3	2	0	0	3.5	3	2.5	31.5	P	3	5	3	5	1	5	5	3	5	2	2	2	41	P	3	0	3	4	4	3	4	4	2	0.5	2.5	3	33	P	5	5	1	2	4	3	1	0	1	1	2.5	0	25.5	P	5	5	3	5	5	1	1	5	3	5	5	4	47	P	0	4	15	173
1342146	P	3	4	4	4	3	3	1	0			0	3	25	P	5	2	3	3.5	3	2.5	5	1	1		1	4	31	P	2	2	1	2	2	2	0	0	1	1	0	1	14	P	5	2	0	1	5	2	2	3	0	2	1.5	0	23.5	P	5	5	1	0	2	2	2	2	2			2	23	P	3.5	3.5	4	4	4.5	3	2.5	2	2.5	1.5	2	3.5	36.5	P	5	5	1	5	2	3	1.5		1	1	1		25.5	P	5	5	2	5	5	4	5	5	2	5	5	4	52	P	0	4	15	173
1339160	P	4	3	4	3.5	2.5	5	0	0.5	2.5	0	0	2	27	P	2	3.5	4	1	2	4	5	2	3.5	2	1.5	3	33.5	P	1	1	1	2	3.5	4	0	3	1	2	2	5	25.5	P	5	2.5	5	2.5	4.5	3	3	0	2	1	0	4	32.5	P	3	2	3.5	4	1	0	3	3	2	0.5	1	0	23	P	3.5	2	3	2	5	3	2	2	0	1	2	2	27.5	P	5	5	1	5	2	5	3	0	3	0	3	0	32	P	5	0	4	5	4.5	2	3.5	5	4.5	5	5	4.5	48	P	0	4	15	173
1336567	A													0	A													0	A													0	A													0	A													0	A		0											0	A													0	A													0	P	0	4	15	173
1342597	P	4.5	4	3	4.5	1	4	1		0	0	1	2	25	P	5	4	3	0	4	4	1		3	0	3	3	30	P	0	1								0		0	1	P	5	1	3.5	3	4.5	2	2.5	0	0	1	1		23.5	P	3	5	1	4									13	P	3.5	3	4	3	3	4	3	2	1	1		0	27.5	P	5	0	1	4		3	0		1	0			14	P	5	5	4	5	3.5	2	0.5	5	5	3	4.5	5	47.5	P	0	4	15	173
1349604	P	3	3	4	3	1	3	5	2	2	0	0.5	1.5	28	P	4	2	3	0	1.5	5	3	3	3	2.5	1	5	33	P	5	0	3	3	3.5	4	3	3	1	2	0	4	31.5	P	5	1	5	0	4.5	2	2.5	0	2	0.5	4.5	3	30	P	3	4	1	5	2	1	5	3	2	2	0.5	0.5	29	P	3.5	0.5	2	3	4	3	3	2	2	2	3	1.5	29.5	P	5	5	0	5	2	5	1	0	1	0	2	0	26	P	0	0	1	4	1	2	2.5	0	0	0	0	4	14.5	P	0	4	15	173
1349130	P	4.5	3	5	5	2	4	4	2.5	2	3	2	2.5	39.5	P	4.5	2	4	2.5	4	4	4	5	4	1.5	1	5	41.5	P	5	5	3.5	2	3	3	3	0	1	5	3	3	36.5	P	5	1	4	4	5	4	4	0	0.5	2	3	3	35.5	P	5	5	5	4	2	2	5	3	5	1	2.5	3	42.5	P	2.5	0	4	4	4	3	2	3	2	0	4	2.5	31	P	5	5	1	2	2	3	3	2	3	1	3.5	0	30.5	P	4.5	3	5	5	2	1	2	4.5	1	5	0	4	37	P	0	4	15	173
1349093	P	3	3	3	4	4	4	0	5	1.5	4	0	1.5	33	P	5	2	4	2	4	3	3	0	4	3	1.5	3	34.5	P	5	0	1	5	4.5	5	0	3	1	4	1	3	32.5	P	5	1	3	0	3.5	1	1	1.5	2	2	4.5	3	27.5	P	3	3	3	5	2	5	0	3	5	3	1.5	2	35.5	P	2.5	0	4	3.5	4	4	3.5	3.5	3		2	3	33	P	5	1	0	5	2	3	3	0	1	1	2	5	28	P	3	5	4.5	5	4	1	2	5	2	3	0	5	39.5	P	0	4	15	173
1349710	P	2	4		1	2	5			2			1	17	P	5	2	3		2	3.5	4.5		3	2.5	3	3	31.5	P	3	0	2.5	2	2.5	4	3	3	5	4	3	3	35	P		5	0	3	5	4	3	0		1.5			21.5	P	5	5	2.5	2	2	0	5	3	2	1.5		5	33	P	3	4	4	4.5	5	3.5		2.5		0	5		31.5	P	3	5	5	5	2	5			3	0	2	3	33	P	5	0	2.5	5	5	3	1	5	4	5	0	4	39.5	P	0	4	15	173
1349765	P	1	4	3	5	3	2		3	1.5	0	4.5	2	29	P	4	3	3	0	3	3.5	2	2.5	5		1	3	30	P	0	3	1	2	2	3	1	3	0	0.5	0	3	18.5	P	3	1	4	3	5	3	3	2	1	1.5	2.5	1	30	P	1	5	5	4	1	2.5	3	3	1		0	2	27.5	P	3	0	4	4	4	3	3	3	2.5	1.5	3	4	35	P	5	0	0.5	5	1	5	0.5	0	1	1	2	0	21	P	5	4	2	4	4.5	0	2	2.5	1.5	5	0	5	35.5	P	0	4	15	173
1342740	P	1.5	1.5	3	4	2	4		2	1	0		2.5	21.5	P	4	2	4	3.5	3.5	3.5	2	1.5	4	3	1	3	35	P	2	4	1	2	3.5	3.5	0	0	5	5	2	3	31	P	2	1	4	2	4	3	3	1.5	1	4	1.5	1	28	P	5	5	3	5	2		0	3	5	3	0	0	31	P	3	2	4.5	5	4.5	2	3	2	1.5	1	3	2.5	34	P	5	1	1	2	2	1	0	2	3	0	2		19	P	0	4	2.5	2	3	0	0.5	2	0	1.5	0	4.5	20	P	0	4	15	173
1338853	P	2	3	1	4	3	3.5			2		0	1	19.5	P	4.5	2	4	2.5	2	3.5	2		1	0	1	4	26.5	P	3	1	5	2	3	4	3			5	2	3.5	31.5	P	1.5	5	3	3	4.5	2	2	0.5	0	0			21.5	P	5	3	3	3	2			3		2			21	P	3	2	5	3	5	3	3.5	3		1.5		2	31	P	5	5	1	5	2	5		2	1		4		30	P	5	0	5	1	4.5		4	2	2	5	4	4	36.5	P	0	4	15	173
1336727	P	3	5	2	5	3	4	3	0	3.5	3	2	3.5	37	P	4.5	0.5	4	3	5	5	4		2.5	3	4	3.5	39	P	3	5	0	3	3.5	5	3	0	1	5	1	1	30.5	P	5	5	5	4	4.5	5	4	1	1	4	3	4	45.5	P	5	5	1	4	5	2	3.5	3	5	1	0	0	34.5	P	3.5	3	3	4	4	3.5	4	3	3.5	3	4	2	40.5	P	5	5	1	2	2	5	0	2	5	1	2	0	30	P	4.5	5	5	5	5	2.5	4.5	5	4	0	0	5	45.5	P	0	4	15	173
1343170	P	3	4	4	4	4	4	1		2.5		1	3	30.5	P	5	2	3	4	4	4	4	0.5	2	4	3	2	37.5	P	3	5	2	2	2	5	3	0	4	5	4	3	38	P	5	1	3	3	4.5	3	3	2.5	1	1.5	1.5	2	31	P	5	5	3	5	1	4	5	2	5	1.5	4.5	3	44	P	2.5	1.5	4	3.5	4	2.5	3	2	2	2.5	4	3	34.5	P	3	5	1	5	5	5	2	0	0	5		0	31	P	5	5	5	5	5	0	2.5	5	3	5	5	5	50.5	P	0	4	15	173
1357210	P	5	3.5	1	5	4	4	1		3.5			3.5	30.5	P	5	3	4	3	4	5	4	0.5	3	3	0		34.5	P	3	4	5	2	3	4	3	5	1	5	5	5	45	P	5	1	4	5	4.5	3	4	4	2	4			36.5	P	5	5	3	5	2	2	5	3	5	3	1	2.5	41.5	P	3.5	3.5	4	4	4.5	3.5	4.5	4	3.5	2	5	2.5	44.5	P	5	5		2	2	5	5	5	5	1	4	0	39	P	5	5	5	5	5	2.5	5	4.5	4	3.5	5	3	52.5	P	0	4	15	173
1346896	P	5	3	4	2	3	4			1			1	23	P	5	4	4	2	2	2.5	2.5	1	2	4	3	3.5	35.5	P	0	2	1	3	0	4	0	3	1	5	1	5	25	P	5	5	5	3	4	4	1					4	31	P	5	5	1	5	2	2	0	3	5	0			28	P	3	3	3	4	3	4	4	3	3.5	2	3	2	37.5	P	5	0	0	5	2	5	2.5		3	1	2	0	25.5	P	5	0	5	3.5	4.5	0	0	5	2	3	0	5	33	P	0	4	15	173
1354372	P	3	4	2.5	5	3	4	1.5	3	1	0	2	2	31	P	5	4	0	0	1	3.5	3.5	1	2	1	2	5	28	P	0	1.5	1	5	1	1	1	3	3	3	1	0	20.5	P	5	0.5	3	4	3	3	3	1.5	0	2	2	4	31	P	1	5	5	3	5	2	4	3	5	5	5	3.5	46.5	P	3	2	5	3.5	4	3	2.5	3.5	3	0.5	4	4	38	P	5	5	5	5	2	5	0	3	1	3	2	0	36	P	4	0	3.5	4	5	4	5	5	4	5	4.5	5	49	P	0	4	15	173
1353393	P	3	4	4	4	2	4	2.5		0	0	2.5	3	29	P	4	2.5	4	4	4	3	1	4.5	3.5	1	3	2	36.5	P	0	1		2	2	3	0	0	1	1	3	0	13	P	5	1	5	4	4	4	3	3.5	0.5	1.5	2.5	4	38	P	3	3	2	1	0	0		3	5		1.5	0	18.5	P	4	1.5	4	3.5	4	3	4	1	3	2	4	3	37	P	5	0	0	5	0		0	0	1	0		0	11	P	5	5	5	2	4	0	5	5	2	3	5	5	46	P	0	4	15	173
1351489	A													0	A													0	A													0	A		0											0	A													0	A													0	A													0	A													0	P	0	4	15	173
